X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.0251043512747,38.9402851823493,23072991,2023/05/10 01:59:44+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,397823.78,141376.73,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.940277387,-77.0251020575,,2023/05/09 23:15:00+00,2023/05/09 23:58:00+00,334467965,
-76.9955809443176,38.8775415645283,23073426,2023/05/10 20:27:33+00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF L STREET SE,400383.644606309,134411.385274164,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,38.8775337805,-76.9955786635,CAPITOL RIVERFRONT,2023/05/10 19:31:00+00,2023/05/10 19:45:00+00,334467966,
-77.0874223916446,38.955360276335,23073804,2023/05/11 13:33:54+00,DAY,OTHERS,THEFT F/AUTO,4400 - 4499 BLOCK OF FARADAY PLACE NW,392422.73,143053.53,3,3E,2,202,Cluster 11,001004 1,001004,Precinct 31,38.9553524802,-77.0874200775,,2023/05/08 15:45:00+00,2023/05/08 16:15:00+00,334467967,
-76.9385882647673,38.8911329841434,23074474,2023/05/12 22:02:25+00,EVENING,OTHERS,THEFT/OTHER,4400 - 4499 BLOCK OF BENNING ROAD NE,405327.95,135921.92,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,38.8911251955,-76.9385860009,,2023/05/12 13:52:00+00,2023/05/12 15:21:00+00,334467968,
-77.0209147100413,38.902528512905,23074502,2023/05/12 16:21:35+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2023/05/12 15:09:00+00,2023/05/12 15:45:00+00,334467969,
-76.9961776487173,38.9308981936557,23074577,2023/05/12 17:41:27+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3300 - 3399 BLOCK OF 7TH STREET NE,400331.62,140334.4,5,5F,5,502,Cluster 21,009201 2,009201,Precinct 74,38.9308903991,-76.9961753645,,2023/05/12 17:05:00+00,2023/05/12 17:40:00+00,334467970,
-76.9316644707118,38.9078734347425,23074658,2023/05/12 21:27:29+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF 49TH STREET NE,405927.23,137780.67,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,38.9078656424,-76.931662208,,2023/05/12 19:28:00+00,2023/05/12 20:43:00+00,334467971,
-77.0474338062052,38.9888053434152,23075157,2023/05/13 19:08:28+00,EVENING,OTHERS,THEFT/OTHER,2101 - 2199 BLOCK OF YORKTOWN ROAD NW,395890.73,146763.69,4,4A,4,401,Cluster 16,001600 4,001600,Precinct 62,38.9887975391,-77.0474315025,,2023/04/28 18:00:00+00,2023/05/06 12:40:00+00,334467972,
-76.9729111478172,38.9306425242958,23000417,2023/01/01 22:13:49+00,EVENING,OTHERS,THEFT/OTHER,2206 - 2399 BLOCK OF RHODE ISLAND AVENUE NE,402348.98,140306.36,5,5C,5,503,Cluster 22,011100 2,011100,Precinct 71,38.9306347289,-76.9729088708,,2023/01/01 21:43:00+00,2023/01/01 22:05:00+00,334468253,
-76.9229450858027,38.9034898594793,23000707,2023/01/02 14:19:18+00,DAY,OTHERS,THEFT F/AUTO,934 - 1099 BLOCK OF EASTERN AVENUE NE,406683.91,137294.66,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,38.9034820677,-76.9229428261,,2023/01/02 13:22:00+00,2023/01/02 14:16:00+00,334468254,
-76.9549469669867,38.8887926710227,23001908,2023/01/04 18:54:12+00,DAY,OTHERS,ROBBERY,3500 - 3599 BLOCK OF A STREET SE,403908.88534558,135661.299483324,7,7F,6,603,Cluster 32,007708 1,007708,Precinct 132,38.8887848833,-76.9549446976,,2023/01/04 16:39:00+00,2023/01/04 16:45:00+00,334468255,
-76.9855087164709,38.8970351074847,23001173,2023/01/03 18:54:43+00,DAY,OTHERS,MOTOR VEHICLE THEFT,519 - 599 BLOCK OF 14TH STREET NE,401257.28,136575.41,6,6A,1,104,Cluster 25,008001 2,008001,Precinct 81,38.8970273193,-76.9855064376,,2023/01/02 23:30:00+00,2023/01/03 10:30:00+00,334468672,
-77.004686137804,38.9114961208032,23001331,2023/01/03 17:45:04+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1626 BLOCK OF ECKINGTON PLACE NE,399593.77,138180.61,5,5F,5,502,Cluster 21,008702 2,008702,Precinct 75,38.9114883305,-77.0046838521,NOMA,2023/01/03 03:00:00+00,2023/01/03 11:00:00+00,334468673,
-77.0516313928981,38.9009131453065,23002351,2023/01/05 12:18:47+00,DAY,OTHERS,ROBBERY,900 - 915 BLOCK OF NEW HAMPSHIRE AVENUE NW,395521.55,137007.07,2,2A,2,207,Cluster 5,005601 3,005601,Precinct 3,38.9009053589,-77.0516290932,,2023/01/05 10:41:00+00,,334468674,
-76.9258913081767,38.8997504788762,23002444,2023/01/05 16:42:37+00,DAY,OTHERS,MOTOR VEHICLE THEFT,5200 - 5299 BLOCK OF HAYES STREET NE,406428.692867919,136879.347260455,7,7C,6,602,Cluster 31,007804 1,007804,Precinct 97,38.8997426876,-76.9258890481,,2023/01/05 14:56:00+00,2023/01/05 16:40:00+00,334468675,
-77.023847627332,38.9333372541541,23002994,2023/01/06 15:50:24+00,DAY,OTHERS,THEFT/OTHER,3500 - 3533 BLOCK OF GEORGIA AVENUE NW,397932.53,140605.42,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 43,38.9333294601,-77.0238453343,,2023/01/06 15:25:00+00,,334468676,
-77.0663814070487,38.9635506455624,23003072,2023/01/06 18:36:20+00,DAY,OTHERS,MOTOR VEHICLE THEFT,5500 - 5519 BLOCK OF 33RD STREET NW,394247.15,143961.2,4,3/4G,2,201,Cluster 10,001401 1,001401,Precinct 51,38.963542847,-77.0663790989,,2023/01/05 14:00:00+00,2023/01/06 13:30:00+00,334468677,
-76.9589407646262,38.8828446181984,23003241,2023/01/06 23:45:40+00,EVENING,OTHERS,THEFT F/AUTO,3300 - 3399 BLOCK OF E STREET SE,403562.690529259,135000.856442712,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,38.8828368323,-76.9589384946,,2022/12/24 19:00:00+00,2022/12/27 11:30:00+00,334468678,
-77.0201862802493,38.935744782354,23003264,2023/01/07 01:35:20+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,600 - 699 BLOCK OF PRINCETON PLACE NW,398250.04,140872.6,1,1E,4,409,Cluster 2,003200 1,003200,Precinct 43,38.9357369877,-77.0201839882,,2023/01/06 23:44:00+00,2023/01/07 00:13:00+00,334468679,
-76.9833704988143,38.9205242653548,23003791,2023/01/08 01:47:55+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,2223 - 2338 BLOCK OF 14TH STREET NE,401442.29,139182.93,5,5C,5,505,Cluster 22,009102 2,009102,Precinct 72,38.9205164724,-76.9833682192,,2023/01/08 00:00:00+00,,334468680,
-77.0036847658449,38.9407476937931,23003870,2023/01/08 06:54:10+00,MIDNIGHT,OTHERS,THEFT/OTHER,100 - 399 BLOCK OF TAYLOR STREET NE,399680.75,141427.78,5,5A,4,405,Cluster 19,009510 3,009510,Precinct 44,38.9407398975,-77.0036824787,,2022/11/17 16:01:00+00,2022/11/17 23:30:00+00,334468681,
-77.0375259947496,38.9037467017174,23003952,2023/01/08 08:04:01+00,MIDNIGHT,GUN,ROBBERY,1600 - 1699 BLOCK OF L STREET NW,396745.22,137321.02,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9037389142,-77.0375236993,GOLDEN TRIANGLE,2023/01/08 05:50:00+00,,334468682,
-77.0357297719948,38.9398089412956,23004067,2023/01/08 17:26:33+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4000 - 4099 BLOCK OF ARKANSAS AVENUE NW,396902.59,141324.17,4,4E,4,404,Cluster 18,002504 2,002504,Precinct 47,38.9398011464,-77.0357274749,,2023/01/08 07:30:00+00,2023/01/08 17:00:00+00,334468683,
-77.0156789943985,38.9025279817278,23004141,2023/01/09 01:08:06+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF K STREET NW,398640.19,137185.18,6,6E,1,101,Cluster 8,004703 4,004703,Precinct 1,38.9025201936,-77.0156767058,MOUNT VERNON TRIANGLE CID,2023/01/08 01:30:00+00,2023/01/08 18:30:00+00,334468684,
-77.0036847658449,38.9407476937931,23004150,2023/01/08 21:55:53+00,EVENING,OTHERS,THEFT/OTHER,100 - 399 BLOCK OF TAYLOR STREET NE,399680.75,141427.78,5,5A,4,405,Cluster 19,009510 3,009510,Precinct 44,38.9407398975,-77.0036824787,,2022/12/16 18:55:00+00,2022/12/16 23:00:00+00,334468685,
-77.0036847658449,38.9407476937931,23004859,2023/01/10 03:36:21+00,EVENING,OTHERS,THEFT/OTHER,100 - 399 BLOCK OF TAYLOR STREET NE,399680.75,141427.78,5,5A,4,405,Cluster 19,009510 3,009510,Precinct 44,38.9407398975,-77.0036824787,,2022/06/26 15:00:00+00,,334468686,
-76.9606287806952,38.92420979735,23005629,2023/01/11 16:00:29+00,DAY,OTHERS,THEFT/OTHER,2700 - 2899 BLOCK OF 31ST PLACE NE,403414.25,139592.66,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9242020028,-76.9606265079,,2023/01/11 13:53:00+00,,334468687,
-77.004686137804,38.9114961208032,23006133,2023/01/12 10:27:31+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1600 - 1626 BLOCK OF ECKINGTON PLACE NE,399593.77,138180.61,5,5F,5,502,Cluster 21,008702 2,008702,Precinct 75,38.9114883305,-77.0046838521,NOMA,2023/01/12 09:52:00+00,2023/01/12 10:27:00+00,334468688,
-76.9905141784259,38.8574706956332,23006244,2023/01/12 16:31:42+00,DAY,OTHERS,BURGLARY,2600 - 2699 BLOCK OF DOUGLASS ROAD SE,400823.525214717,132183.404472097,8,8B,7,703,Cluster 37,007406 1,007406,Precinct 118,38.8574629154,-76.9905119003,,2023/01/12 15:25:00+00,2023/01/12 16:27:00+00,334468689,
-76.9676217521758,38.8544574773407,23007049,2023/01/14 01:59:07+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,2701 - 2899 BLOCK OF HARTFORD STREET SE,402810.604768561,131849.371287787,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,38.854449697,-76.9676194819,,2023/01/13 23:25:00+00,2023/01/14 01:45:00+00,334468690,
-76.9386761637496,38.8720142506878,23007315,2023/01/14 14:42:25+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4200 - 4219 BLOCK OF ALABAMA AVENUE SE,405321.75,133799.59,7,7B,6,605,Cluster 32,009902 1,009902,Precinct 106,38.8720064659,-76.938673901,,2023/01/14 04:00:00+00,2023/01/14 12:30:00+00,334468691,
-77.024986725482,38.9008749494707,23007722,2023/01/15 09:43:38+00,MIDNIGHT,GUN,ROBBERY,900 - 999 BLOCK OF I STREET NW,397832.78,137001.86,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.900867162,-77.0249844341,DOWNTOWN,2023/01/15 07:58:00+00,,334468692,
-76.936962594818,38.899669800674,23008980,2023/01/17 23:30:48+00,EVENING,OTHERS,THEFT/OTHER,4431 - 4599 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405468.33,136869.67,7,7C,6,602,Cluster 30,007804 1,007804,Precinct 98,38.8996620102,-76.9369603309,,2023/01/17 22:19:00+00,2023/01/17 23:00:00+00,334468693,
-77.0742256647991,38.9191767482488,23009010,2023/01/17 23:25:10+00,EVENING,OTHERS,THEFT/OTHER,3700 - 3730 BLOCK OF W STREET NW,393563.31,139035.83,3,3B,2,204,Cluster 14,000300 4,000300,Precinct 11,38.919168959,-77.074223357,,2023/01/16 22:00:00+00,2023/01/17 22:30:00+00,334468694,
-77.0005731807125,38.8311185421818,23009020,2023/01/18 02:11:25+00,EVENING,OTHERS,BURGLARY,3910 - 3999 BLOCK OF 4TH STREET SE,399950.430013907,129258.090037382,8,8D,7,708,Cluster 39,009801 1,009801,Precinct 121,38.8311107682,-77.000570901,,2023/01/17 21:35:00+00,2023/01/17 23:36:00+00,334468695,
-77.0014896156925,38.9534274387871,23009166,2023/01/18 05:46:14+00,MIDNIGHT,OTHERS,THEFT/OTHER,5200 - 5299 BLOCK OF 3RD STREET NE,399871.08,142835.34,5,5A,4,406,Cluster 19,009508 3,009508,Precinct 66,38.9534196399,-77.0014873284,,2023/01/18 04:35:00+00,2023/01/19 04:41:00+00,334468696,
-76.9339734938081,38.8826962777237,23013144,2023/01/25 16:15:20+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4700 - 4809 BLOCK OF BENNING ROAD SE,405728.98,134985.66,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,38.8826884906,-76.9339712319,,2023/01/25 02:00:00+00,2023/01/25 13:30:00+00,334468699,
-77.003863677613,38.8408772177377,23013633,2023/01/26 13:20:37+00,DAY,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,399664.769949642,130341.376150388,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,38.8408694412,-77.0038613959,,2023/01/25 02:00:00+00,2023/01/25 09:00:00+00,334468700,
-77.0106211667441,38.900215204753,23013678,2023/01/26 15:44:12+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF H STREET NW,399078.88,136928.38,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,38.9002074169,-77.0106188799,NOMA,2023/01/25 04:30:00+00,2023/01/25 14:15:00+00,334468701,
-76.964586933155,38.85156911942,23013940,2023/01/26 23:33:55+00,EVENING,OTHERS,THEFT F/AUTO,3000 - 3099 BLOCK OF 30TH STREET SE,403074.149120806,131528.840855489,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,38.8515613393,-76.9645846634,,2023/01/17 19:00:00+00,2023/01/23 17:00:00+00,334468702,
-76.9476497764775,38.8966636721616,23013979,2023/01/26 23:32:44+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,2023/01/26 22:46:00+00,,334468703,
-76.9741704840642,38.9047644851508,23014160,2023/01/27 08:15:08+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1100 - 1199 BLOCK OF 21ST STREET NE,402240.6,137433.65,5,5D,5,507,Cluster 23,008903 1,008903,Precinct 78,38.904756695,-76.9741682083,,2023/01/27 05:01:00+00,2023/01/27 05:05:00+00,334468704,
-76.9902447835603,38.8825534623579,23014283,2023/01/27 14:18:07+00,DAY,OTHERS,THEFT/OTHER,500 - 503 BLOCK OF 12TH STREET SE,400846.61,134967.78,6,6B,1,106,Cluster 26,006900 1,006900,Precinct 91,38.8825456773,-76.9902425041,,2023/01/27 13:27:00+00,2023/01/27 14:12:00+00,334468705,
-77.032182959339,38.9241601087854,23014370,2023/01/27 16:38:36+00,DAY,OTHERS,THEFT/OTHER,2600 - 2698 BLOCK OF 14TH STREET NW,397209.47,139586.9,1,1A,3,304,Cluster 2,003702 2,003702,Precinct 36,38.9241523169,-77.0321806643,,2023/01/27 16:01:00+00,2023/01/27 16:38:00+00,334468706,
-77.0047028064942,38.9072440911794,23014688,2023/01/28 07:11:39+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF N STREET NE,399592.3,137708.6,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9072363017,-77.0047005211,NOMA,2023/01/27 23:40:00+00,2023/01/28 04:54:00+00,334468707,
-76.9843704281183,38.8798597658126,23014875,2023/01/28 12:20:47+00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF PENNSYLVANIA AVENUE SE,401356.35,134668.83,6,6B,1,106,Cluster 26,007100 3,007100,Precinct 91,38.8798519811,-76.9843681507,CAPITOL HILL,2023/01/28 11:27:00+00,,334468708,
-76.9418656586449,38.8822344685107,23015929,2023/01/30 10:26:19+00,MIDNIGHT,OTHERS,THEFT/OTHER,512 - 599 BLOCK OF HILLTOP TERRACE SE,405044.25,134933.93,7,7E,6,605,Cluster 33,009907 2,009907,Precinct 103,38.8822266817,-76.9418633943,,2023/01/30 08:59:00+00,2023/02/06 10:28:00+00,334468709,
-77.0238098651561,38.9369943622824,23016665,2023/02/01 14:29:32+00,DAY,OTHERS,THEFT/OTHER,3700 - 3799 BLOCK OF NEW HAMPSHIRE AVENUE NW,397935.91,141011.39,4,4C,4,407,Cluster 18,002400 1,002400,Precinct 49,38.9369865675,-77.0238075719,,2023/01/24 23:00:00+00,2023/01/31 03:00:00+00,334468710,
-76.9995625463669,38.9084881478073,23017004,2023/02/01 02:48:37+00,EVENING,OTHERS,ROBBERY,1250 - 1299 BLOCK OF 4TH STREET NE,400038.14,137846.69,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9084803579,-76.9995602624,,2023/02/01 01:25:00+00,2023/02/01 01:30:00+00,334468711,
-77.0090553090754,38.9076505617592,23017083,2023/02/01 07:06:32+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,399214.79,137753.75,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9076427724,-77.0090530223,,2023/01/31 23:30:00+00,2023/02/01 02:30:00+00,334468712,
-76.9562585223168,38.8633314817084,23017192,2023/02/01 14:27:03+00,DAY,OTHERS,THEFT F/AUTO,3600 - 3635 BLOCK OF ALABAMA AVENUE SE,403796.452321476,132834.860760701,7,7B,6,606,Cluster 35,007604 4,007604,Precinct 110,38.8633236989,-76.9562562544,,2023/02/01 00:00:00+00,2023/02/01 12:30:00+00,334468713,
-77.0323186117752,38.925509337508,23017361,2023/02/01 20:38:44+00,EVENING,GUN,ROBBERY,14TH STREET NW AND GIRARD STREET NW,397197.75999535,139736.67999911,1,1A,3,304,Cluster 2,003702 2,003702,Precinct 36,38.9255015454,-77.0323163167,,2023/02/01 19:04:00+00,,334468714,
-76.9586628422557,38.8852210965147,23017521,2023/02/02 02:41:30+00,EVENING,GUN,ROBBERY,3300 - 3399 BLOCK OF DUBOIS PLACE SE,403586.684865281,135264.674554956,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,38.8852133094,-76.9586605729,,2023/02/01 22:40:00+00,2023/02/02 00:42:00+00,334468715,
-76.9828443258129,38.8545112607954,23018907,2023/02/04 08:35:45+00,MIDNIGHT,OTHERS,SEX ABUSE,2400 - 2499 BLOCK OF 15TH PLACE SE,401489.296127335,131854.983223792,8,8B,7,702,Cluster 37,007407 1,007407,Precinct 118,38.8545034814,-76.9828420501,,2023/02/01 03:15:00+00,2023/02/01 03:15:00+00,334468716,
-77.0288688131646,38.9508094125033,23018959,2023/02/05 02:51:16+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1204 - 1299 BLOCK OF FARRAGUT STREET NW,397497.79,142545.11,4,4E,4,404,Cluster 18,002002 3,002002,Precinct 54,38.9508016151,-77.0288665175,,2023/02/04 10:29:00+00,2023/02/04 11:53:00+00,334468717,
-77.0359490238981,38.967215366401,23019172,2023/02/04 22:57:34+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,6300 - 6399 BLOCK OF LUZON AVENUE NW,396884.78,144366.54,4,4A,4,402,Cluster 17,001803 3,001803,Precinct 60,38.967207566,-77.0359467251,,2023/02/04 18:30:00+00,2023/02/04 22:45:00+00,334468718,
-77.0403007981408,38.9042457411316,23020322,2023/02/07 04:01:32+00,MIDNIGHT,GUN,ROBBERY,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,396504.56,137376.52,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9042379536,-77.0402985018,GOLDEN TRIANGLE,2023/02/07 02:51:00+00,2023/02/07 02:55:00+00,334468719,
-76.9844568029542,38.8573124935869,23020559,2023/02/07 17:12:04+00,DAY,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF ERIE STREET SE,401349.281535205,132165.915032081,8,8B,7,703,Cluster 37,007407 1,007407,Precinct 118,38.8573047137,-76.9844545265,,2023/02/07 16:38:00+00,2023/02/07 17:05:00+00,334468720,
-77.0663826393116,38.969209266882,23020699,2023/02/07 21:39:23+00,EVENING,OTHERS,THEFT F/AUTO,6000 - 6099 BLOCK OF 33RD STREET NW,394247.5,144589.36,4,3/4G,2,201,Cluster 10,001500 2,001500,Precinct 51,38.9692014672,-77.0663803309,,2023/02/06 14:00:00+00,2023/02/07 13:00:00+00,334468721,
-76.9665750062279,38.8483095454203,23025286,2023/02/16 02:34:52+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2500 - 2999 BLOCK OF SOUTHERN AVENUE SE,402901.711424646,131166.940183154,8,8B,7,702,Cluster 36,007408 1,007408,Precinct 115,38.8483017663,-76.966572736,,2023/02/15 23:39:00+00,2023/02/16 00:22:00+00,334468733,
-76.9767816621276,38.8704586890465,23025527,2023/02/16 14:06:24+00,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,1900 - 2099 BLOCK OF MINNESOTA AVENUE SE,402015.08,133625.38,8,8A,6,607,Cluster 34,007601 3,007601,Precinct 140,38.8704509059,-76.9767793876,,2023/02/16 12:00:00+00,2023/02/16 22:10:00+00,334468734,
-76.9908945870639,38.9042123409684,23026291,2023/02/17 22:03:22+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF MORSE STREET NE,400789.99,137372.08,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9042045516,-76.9908923061,,2023/02/17 15:00:00+00,2023/02/17 17:00:00+00,334468735,
-77.0203859718252,38.9140982966681,23026691,2023/02/18 16:46:16+00,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,600 - 627 BLOCK OF S STREET NW,398232.19,138469.66,2,2G,3,306,Cluster 3,004801 2,004801,Precinct 21,38.9140905064,-77.0203836811,,2023/02/18 11:00:00+00,2023/02/18 12:00:00+00,334468736,
-77.0134427527661,38.9017129140928,23026708,2023/02/18 15:28:44+00,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 949 BLOCK OF NEW JERSEY AVENUE NW,398834.15,137094.67,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,38.9017051261,-77.0134404649,,2023/02/18 14:00:00+00,2023/02/18 15:13:00+00,334468737,
-77.0265149950306,38.9140970665048,23027209,2023/02/19 19:35:48+00,DAY,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF S STREET NW,397700.64,138469.66,2,2G,3,307,Cluster 7,004901 1,004901,Precinct 21,38.9140892765,-77.0265127024,,2023/02/18 00:30:00+00,2023/02/18 06:00:00+00,334468738,
-77.0270377959385,38.9150337236458,23027435,2023/02/20 02:18:59+00,EVENING,OTHERS,THEFT F/AUTO,1802 - 1899 BLOCK OF 11TH STREET NW,397655.33,138573.65,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 137,38.9150259334,-77.0270355031,,2023/02/19 02:00:00+00,2023/02/19 04:00:00+00,334468739,
-77.028127269576,38.9312652927046,23027641,2023/02/20 19:33:11+00,DAY,OTHERS,THEFT F/AUTO,3300 - 3399 BLOCK OF 11TH STREET NW,397561.4,140375.52,1,1A,3,302,Cluster 2,003100 2,003100,Precinct 38,38.9312574993,-77.0281249754,,2023/02/19 12:00:00+00,2023/02/19 12:03:00+00,334468740,
-77.0078018627748,38.9111182344698,23027696,2023/02/20 15:55:33+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF Q STREET NE,399323.54,138138.68,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,38.9111104443,-77.0077995761,,2023/02/20 08:00:00+00,2023/02/20 14:00:00+00,334468741,
-77.0438740138806,38.9101684346467,23027740,2023/02/20 19:07:41+00,DAY,OTHERS,BURGLARY,19 - 19 BLOCK OF DUPONT CIRCLE NW,396194.94,138034.13,2,2B,2,208,Cluster 6,004202 1,004202,Precinct 14,38.910160646,-77.0438717161,DUPONT CIRCLE,2023/02/20 16:09:00+00,2023/02/20 18:37:00+00,334468742,
-77.0639981993966,38.9051588796792,23027901,2023/02/21 02:47:49+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9051510928,-77.0639958956,GEORGETOWN,2023/02/20 22:10:00+00,2023/02/20 22:28:00+00,334468743,
-77.0035120598285,38.8956702848767,23028621,2023/02/22 04:05:36+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,406 - 499 BLOCK OF 2ND STREET NE,399695.53,136423.81,6,6C,1,108,Cluster 25,008301 2,008301,Precinct 84,38.8956624977,-77.0035097755,CAPITOL HILL,2023/02/22 02:11:00+00,2023/02/22 02:50:00+00,334468744,
-76.9291192676038,38.9035373688501,23029216,2023/02/23 04:48:59+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,5000 - 5065 BLOCK OF SHERIFF ROAD NE,406148.36,137299.5,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,38.9035295773,-76.9291170059,,2023/02/23 02:47:00+00,2023/02/23 03:55:00+00,334468745,
-76.9475238901316,38.8860127429106,23029267,2023/02/23 07:39:11+00,MIDNIGHT,GUN,ROBBERY,3931 - 3974 BLOCK OF C STREET SE,404553.07,135353.05,7,7F,6,603,Cluster 32,007703 2,007703,Precinct 103,38.8860049556,-76.9475216238,,2023/02/23 05:50:00+00,,334468746,
-76.9444458799716,38.8803052556538,23002092,2023/01/04 22:43:34+00,EVENING,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF ADRIAN STREET SE,404820.506274426,134719.63327445,7,7E,6,605,Cluster 33,009907 1,009907,Precinct 103,38.8802974691,-76.9444436152,,2023/01/04 22:03:00+00,2023/01/04 22:42:00+00,334469055,
-77.0219167248149,38.8998209210648,23002336,2023/01/05 14:30:58+00,DAY,OTHERS,ROBBERY,7TH STREET NW AND H STREET NW,398099.05231619,136884.78601246,2,2C,1,101,Cluster 8,005802 5,005802,Precinct 129,38.8998131338,-77.0219144343,DOWNTOWN,2023/01/05 07:40:00+00,2023/01/05 07:55:00+00,334469056,
-76.9494785586358,38.9024750512444,23002364,2023/01/05 17:40:56+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3601 - 3764 BLOCK OF HAYES STREET NE,404382.47,137180.4,7,7D,6,601,Cluster 30,009602 3,009602,Precinct 100,38.9024672607,-76.9494762907,,2023/01/05 11:34:00+00,2023/01/05 14:12:00+00,334469057,
-77.0307899436446,38.9162920702998,23003342,2023/01/08 03:44:18+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF WALLACH PLACE NW,397329.97,138713.44,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.91628428,-77.0307876495,,2023/01/07 02:42:00+00,2023/01/07 03:25:00+00,334469058,
-77.0824081175671,38.9542658099776,23004570,2023/01/09 19:01:40+00,DAY,OTHERS,THEFT/OTHER,4908 - 4999 BLOCK OF WISCONSIN AVENUE NW,392857.24,142931.63,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,38.9542580139,-77.082405805,,2023/01/09 17:00:00+00,,334469059,
